pathway	pval	padj	log2err	ES	NES	size	go_code
GOBP_CELL_ACTIVATION	1.38122096712805e-15	3.73873163673168e-13	1.01754479730988	-0.429310053116384	-1.99063085001654	494	GO:0001775
GOBP_REGULATION_OF_PROTEIN_PHOSPHORYLATION	1.38723590553612e-15	3.73873163673168e-13	1.01754479730988	-0.387449158421755	-1.84157155810452	683	GO:0001932
GOBP_PHAGOCYTOSIS	1.67928507934506e-15	4.44202001358608e-13	1.01754479730988	-0.549009548267644	-2.32155788188945	202	GO:0006909
GOBP_POSITIVE_REGULATION_OF_CATALYTIC_ACTIVITY	2.30454614899041e-15	5.87823878431769e-13	1.00731795687447	-0.390221227228913	-1.84165931022241	627	GO:0043085
GOBP_POSITIVE_REGULATION_OF_MAPK_CASCADE	2.26640901456906e-15	5.87823878431769e-13	1.00731795687447	-0.485534896420271	-2.14714562234941	292	GO:0043410
GOBP_BIOLOGICAL_ADHESION	2.47780399954928e-15	6.20928988237929e-13	1.00731795687447	-0.345504799186922	-1.67703613950852	1070	GO:0022610
GOBP_REGULATION_OF_INNATE_IMMUNE_RESPONSE	2.56667151064676e-15	6.32109238932385e-13	1.00731795687447	-0.580547263857625	-2.40122672849194	166	GO:0045088
GOBP_MYELOID_LEUKOCYTE_ACTIVATION	2.62559166355293e-15	6.33130835412849e-13	1.00731795687447	-0.587758690684488	-2.40677246084837	153	GO:0002274
GOBP_REGULATION_OF_CELL_DIFFERENTIATION	2.65946864497136e-15	6.33130835412849e-13	1.00731795687447	-0.365280765618613	-1.7474916038396	842	GO:0045595
GOMF_SIGNALING_RECEPTOR_BINDING	2.90127338736674e-15	6.7937359123191e-13	1.00731795687447	-0.38868344459336	-1.84457319671188	670	GO:0005102
GOBP_REGULATION_OF_HEMOPOIESIS	3.02757333580818e-15	6.97513831107807e-13	1.00731795687447	-0.543803553358413	-2.31008887529847	203	GO:1903706
GOBP_REGULATION_OF_ANATOMICAL_STRUCTURE_MORPHOGENESIS	4.82870521342567e-15	1.09481309950115e-12	0.996986217533181	-0.420283118050936	-1.95667780975971	508	GO:0022603
GOBP_MYD88_INDEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	8.10718151881592e-15	1.78077853808325e-12	0.986546283587582	-0.724628324248276	-2.65539656475377	72	GO:0002756
GOBP_POSITIVE_REGULATION_OF_JNK_CASCADE	8.22818422805198e-15	1.78077853808325e-12	0.986546283587582	-0.639866064832698	-2.52453226873059	113	GO:0046330
GOBP_POSITIVE_REGULATION_OF_PATTERN_RECOGNITION_RECEPTOR_SIGNALING_PATHWAY	8.22818422805198e-15	1.78077853808325e-12	0.986546283587582	-0.639889561150435	-2.52462497127505	113	GO:0062208
GOBP_REGULATION_OF_MYELOID_CELL_DIFFERENTIATION	1.23944715909702e-14	2.64242734634953e-12	0.986546283587582	-0.611834774587537	-2.46704983476578	135	GO:0045637
GOBP_NEGATIVE_REGULATION_OF_HEMOPOIESIS	1.56992559684831e-14	3.29776723902666e-12	0.97599468306432	-0.644737967644551	-2.52641748872344	109	GO:1903707
GOBP_PROTEIN_DEPHOSPHORYLATION	2.14871391947683e-14	4.44814922113146e-12	0.97599468306432	-0.479465062253952	-2.13022383327472	310	GO:0006470
GOBP_REGULATION_OF_INFLAMMATORY_RESPONSE	2.32776703611517e-14	4.74997490626702e-12	0.97599468306432	-0.506075914382738	-2.19549866980486	246	GO:0050727
GOBP_NIK_NF_KAPPAB_SIGNALING	2.56457916715964e-14	5.15949983432511e-12	0.97599468306432	-0.614156926993369	-2.4496503366616	123	GO:0038061
GOBP_I_KAPPAB_PHOSPHORYLATION	2.60709057842862e-14	5.17217803087144e-12	0.97599468306432	-0.712813014469824	-2.62555656549434	74	GO:0007252
GOBP_LEUKOCYTE_DIFFERENTIATION	3.46269483016102e-14	6.77549766493424e-12	0.965327754226083	-0.478961251630624	-2.11590911068535	291	GO:0002521
GOBP_POSITIVE_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	3.63026060203793e-14	7.00738411344727e-12	0.965327754226083	-0.684410387306327	-2.57906230083798	86	GO:1901224
GOBP_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	4.149017344428e-14	7.90194183304127e-12	0.965327754226083	-0.643756941841372	-2.48241929636038	103	GO:0002761
GOBP_POSITIVE_REGULATION_OF_MOLECULAR_FUNCTION	4.60776909648143e-14	8.5549673435953e-12	0.965327754226083	-0.359807326642299	-1.71889100504951	821	GO:0044093
GOBP_REGULATION_OF_NIK_NF_KAPPAB_SIGNALING	4.61168079989386e-14	8.5549673435953e-12	0.965327754226083	-0.645908486537307	-2.50981904613965	106	GO:1901222
GOBP_REGULATION_OF_LEUKOCYTE_DIFFERENTIATION	4.8959495145125e-14	8.96586446990982e-12	0.965327754226083	-0.563054861824309	-2.33980960052451	172	GO:1902105
GOBP_NEGATIVE_REGULATION_OF_DEVELOPMENTAL_PROCESS	5.90751179804132e-14	1.06813795599015e-11	0.954541630725724	-0.390739128156297	-1.83168932048514	590	GO:0051093
GOBP_POSITIVE_REGULATION_OF_STRESS_ACTIVATED_PROTEIN_KINASE_SIGNALING_CASCADE	6.07599238269643e-14	1.08486843993045e-11	0.954541630725724	-0.605432025725538	-2.42294769837057	130	GO:0070304
GOBP_POSITIVE_REGULATION_OF_CHEMOKINE_PRODUCTION	7.17273679079683e-14	1.2648811397499e-11	0.954541630725724	-0.66829274841466	-2.54447222156948	92	GO:0032722
GOBP_POSITIVE_REGULATION_OF_INTERLEUKIN_12_PRODUCTION	7.63405639858047e-14	1.32981538533321e-11	0.954541630725724	-0.705834298220562	-2.59985134702186	74	GO:0032735
GOBP_POSITIVE_REGULATION_OF_ERK1_AND_ERK2_CASCADE	7.81194355636592e-14	1.34440725011001e-11	0.954541630725724	-0.605434363849739	-2.4237322484574	129	GO:0070374
GOBP_ASTROCYTE_DEVELOPMENT	8.39865134080819e-14	1.42375248727236e-11	0.954541630725724	-0.669839824524346	-2.52852336670312	88	GO:0014002
GOBP_CELL_MORPHOGENESIS_INVOLVED_IN_DIFFERENTIATION	8.47234398054819e-14	1.42375248727236e-11	0.954541630725724	-0.407826152046596	-1.90344914842975	513	GO:0000904
GOCC_PLASMA_MEMBRANE_REGION	8.58926636340353e-14	1.42661721784716e-11	0.954541630725724	-0.356461581133378	-1.70093779232038	810	GO:0098590
GOBP_MYELOID_LEUKOCYTE_DIFFERENTIATION	9.06265632467566e-14	1.48794233266284e-11	0.954541630725724	-0.572544714713274	-2.35222290480778	158	GO:0002573
GOBP_POSITIVE_REGULATION_OF_INFLAMMATORY_RESPONSE	1.09124990649096e-13	1.75139479374346e-11	0.954541630725724	-0.611756275393251	-2.44068184299356	125	GO:0050729
GOMF_PHOSPHOPROTEIN_PHOSPHATASE_ACTIVITY	1.08970052043533e-13	1.75139479374346e-11	0.954541630725724	-0.48484751582546	-2.13938517423813	274	GO:0004721
GOBP_MACROPHAGE_ACTIVATION	1.21776039517411e-13	1.93272105385188e-11	0.943632225232838	-0.61384931036175	-2.4489167323261	120	GO:0042116
GOBP_INTERLEUKIN_6_PRODUCTION	1.24585663231759e-13	1.95558419077191e-11	0.943632225232838	-0.587714417459798	-2.38888796275549	146	GO:0032635
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	1.2969129416251e-13	2.01359831067097e-11	0.943632225232838	-0.413966775502182	-1.91907325417862	468	GO:0032989
GOBP_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	1.59049496891412e-13	2.44286345548056e-11	0.943632225232838	-0.55818220956268	-2.31492915773627	168	GO:0071706
GOBP_NEGATIVE_REGULATION_OF_TUMOR_NECROSIS_FACTOR_SUPERFAMILY_CYTOKINE_PRODUCTION	1.74889584932001e-13	2.65757747996671e-11	0.943632225232838	-0.676201285707297	-2.54814889464937	85	GO:1903556
GOBP_POSITIVE_REGULATION_OF_INTERFERON_GAMMA_PRODUCTION	1.80751695968623e-13	2.70091290245673e-11	0.943632225232838	-0.674543589739802	-2.54188126719824	86	GO:0032729
GOBP_REGULATION_OF_RESPONSE_TO_STRESS	1.81523129820671e-13	2.70091290245673e-11	0.943632225232838	-0.356134465151367	-1.70433570389105	848	GO:0080134
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_PROCESS	1.87173310043306e-13	2.75627171201916e-11	0.943632225232838	-0.343755430939391	-1.65719258758959	943	GO:0031399
GOBP_CELL_PART_MORPHOGENESIS	2.17062152580247e-13	3.16379161985332e-11	0.943632225232838	-0.421643830597539	-1.94212635975995	426	GO:0032990
GOBP_GLIAL_CELL_DEVELOPMENT	2.31933016719773e-13	3.34639516244973e-11	0.932595211336209	-0.603722404840344	-2.39716958028962	121	GO:0021782
GOBP_NEGATIVE_REGULATION_OF_INTERLEUKIN_6_PRODUCTION	2.49048717056047e-13	3.55741187442857e-11	0.932595211336209	-0.672862673643524	-2.53554707441685	86	GO:0032715
GOBP_INTERFERON_GAMMA_PRODUCTION	3.32970342410108e-13	4.70905779305543e-11	0.932595211336209	-0.666174065775151	-2.52067958749862	89	GO:0032609
GOBP_NEGATIVE_REGULATION_OF_CELL_DIFFERENTIATION	3.5242815071306e-13	4.93537618116211e-11	0.932595211336209	-0.41012095956139	-1.90120614309801	463	GO:0045596
GOBP_DENDRITIC_CELL_CYTOKINE_PRODUCTION	3.97442364407443e-13	5.5117152749475e-11	0.932595211336209	-0.715501518190017	-2.6100010634954	70	GO:0002371
GOBP_MYD88_DEPENDENT_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	4.20933284254769e-13	5.78135676182222e-11	0.932595211336209	-0.688979722691583	-2.54859861300643	77	GO:0002755
GOBP_INTERLEUKIN_12_PRODUCTION	4.42216635949557e-13	6.01583088371759e-11	0.932595211336209	-0.683448845353103	-2.52991447807062	78	GO:0032615
GOBP_RESPONSE_TO_CYTOKINE	5.10648375146423e-13	6.88122772697311e-11	0.921426003494898	-0.403013375703746	-1.87215487308833	500	GO:0034097
GOBP_DEFENSE_RESPONSE	5.35099467274206e-13	7.14332784163062e-11	0.921426003494898	-0.350690111171655	-1.68035991616472	851	GO:0006952
GOBP_REGULATION_OF_REACTIVE_OXYGEN_SPECIES_BIOSYNTHETIC_PROCESS	6.19684544625574e-13	8.19590188465899e-11	0.921426003494898	-0.702925309374135	-2.58084659538704	71	GO:1903426
GOBP_POSITIVE_REGULATION_OF_PROTEIN_METABOLIC_PROCESS	6.89579486963342e-13	9.03665448787558e-11	0.921426003494898	-0.349651397690062	-1.66844144768055	810	GO:0051247
