gene	uniprot	padj	baseMean	stat	log2FoldChange	description
LOC128226502	ACHA7	1.98261310973061e-47	342.515324396883	-14.8410504214755	-7.84620966161231	neuronal acetylcholine receptor subunit alpha-5-like
LOC128225249	OGFD3	4.60712422422808e-47	2264.92876218583	-14.7832513960382	-2.46389501442057	2-oxoglutarate and iron-dependent oxygenase domain-containing protein 3-like
LOC128228579	NA	5.6032879846517e-47	148.495643594257	-14.7689499362547	-7.75315291888451	platelet endothelial aggregation receptor 1-like
LOC128243357	GRD2I	5.92753048301976e-47	711.511247905577	-14.7646073516171	-4.20026703211651	delphilin-like
LOC128246554	S226A	6.05040482448196e-47	225.186017339006	-14.762677936372	-8.02638818128163	organic anion transporter 3-like
LOC128211198	SPEF1	1.99993161184265e-46	380.334642444179	-14.6791585949386	-2.69233433336526	sperm flagellar protein 1-like
LOC128229135	DAAF4	2.22977840343114e-46	73.0423454310851	-14.6712556309036	-4.03594804301182	dynein axonemal assembly factor 4-like
LOC128207453	SDE2	3.27521222960785e-46	1151.18316833895	-14.6441085886752	-1.77029418033556	UBL fusion protein SDE2-like
LOC128235647	YD023	3.7379026864519e-46	442.321645806586	-14.634610473543	-8.1826755720082	uncharacterized LOC128235647
LOC128228875	TLL1	3.83907455894511e-46	229.390494011455	-14.6317785184524	-5.32545603311785	uncharacterized LOC128228875
LOC128228965	CHS2	3.83907455894511e-46	344.399745994052	-14.6322077115407	-8.16845077621556	chitin synthase chs-2-like
LOC128241335	PERO	5.69729545768084e-46	246.442745531392	-14.6043957105039	-9.48444164590057	peroxidase-like
LOC128228995	NA	6.11747503916396e-46	358.322065722489	-14.5990455977951	-8.28685375561342	uncharacterized LOC128228995
LOC128244201	NA	6.9318600270901e-46	173.217536215311	-14.5900258417967	-8.36076331509139	uncharacterized LOC128244201
LOC128216242	TAZ	6.99676060156178e-46	298.01897112562	-14.5888974446922	-9.15255056389969	tafazzin-like
LOC128211897	V222	7.51756259108794e-46	352.347421055529	-14.5835089860457	-7.78350916403753	serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit B-like
LOC128221545	NA	8.12243444881923e-46	686.43413669537	-14.5772608127312	-3.85893494484096	uncharacterized LOC128221545
LOC128227200	GEMI5	1.01359050106956e-45	804.050743217029	-14.561648885644	-1.91955166434214	gem-associated protein 5-like
LOC128230144	RPA43	1.48075342148457e-45	1197.22598464242	-14.5347651387386	-2.69787700986868	DNA-directed RNA polymerase I subunit RPA43-like
LOC128214992	NA	1.92340330746128e-45	4511.71570050344	-14.5163725008158	-3.2410645441825	uncharacterized LOC128214992
LOC128231037	NA	2.98331210889283e-45	278.668441072329	-14.4857765874503	-4.94495051685064	uncharacterized LOC128231037
